date,cash,stock_value,assets_value,pos_count
2020-06-03 09:41:27,284860.507,-185120.0,99740.50699999998,2
2020-06-03 09:41:30,284860.507,-185150.0,99710.50699999998,2
2020-06-03 09:41:33,284860.507,-185360.0,99500.50699999998,2
2020-06-03 09:41:36,284860.507,-185680.0,99180.50699999998,2
2020-06-03 09:41:39,284860.507,-185750.0,99110.50699999998,2
2020-06-03 09:41:42,284860.507,-185830.0,99030.50699999998,2
2020-06-03 09:41:45,284860.507,-185830.0,99030.50699999998,2
2020-06-03 09:41:48,284860.507,-185760.0,99100.50699999998,2
2020-06-03 09:41:51,284860.507,-185810.0,99050.50699999998,2
2020-06-03 09:41:54,284860.507,-185800.0,99060.50699999998,2
2020-06-03 09:41:57,284860.507,-185800.0,99060.50699999998,2
2020-06-03 09:42:00,284860.507,-185760.0,99100.50699999998,2
2020-06-03 09:42:03,284860.507,-185160.0,99700.50699999998,2
2020-06-03 09:42:06,284860.507,-185750.0,99110.50699999998,2
2020-06-03 09:42:09,284860.507,-185740.0,99120.50699999998,2
2020-06-03 09:42:12,284860.507,-185430.0,99430.50699999998,2
2020-06-03 09:42:15,284860.507,-185700.0,99160.50699999998,2
2020-06-03 09:42:18,284860.507,-185560.0,99300.50699999998,2
2020-06-03 09:42:21,284860.507,-185420.0,99440.50699999998,2
2020-06-03 09:42:24,284860.507,-185410.0,99450.50699999998,2
2020-06-03 09:42:27,284860.507,-185410.0,99450.50699999998,2
2020-06-03 09:42:30,284860.507,-185250.0,99610.50699999998,2
2020-06-03 09:42:33,284860.507,-185130.0,99730.50699999998,2
2020-06-03 09:42:36,284860.507,-185120.0,99740.50699999998,2
2020-06-03 09:42:39,284860.507,-185120.0,99740.50699999998,2
2020-06-03 09:42:42,284860.507,-185120.0,99740.50699999998,2
2020-06-03 09:42:45,284860.507,-185120.0,99740.50699999998,2
2020-06-03 09:42:48,284860.507,-185120.0,99740.50699999998,2
2020-06-03 09:42:51,284860.507,-185100.0,99760.50699999998,2
2020-06-03 09:42:54,284860.507,-185020.0,99840.50699999998,2
2020-06-03 09:42:57,284860.507,-185010.0,99850.50699999998,2
2020-06-03 09:43:00,284860.507,-185090.0,99770.50699999998,2
2020-06-03 09:43:03,284860.507,-185110.0,99750.50699999998,2
2020-06-03 09:43:06,284860.507,-185140.0,99720.50699999998,2
2020-06-03 09:43:09,284860.507,-185120.0,99740.50699999998,2
2020-06-03 09:43:12,284860.507,-185110.0,99750.50699999998,2
2020-06-03 09:43:15,284860.507,-185110.0,99750.50699999998,2
2020-06-03 09:43:18,284860.507,-185120.0,99740.50699999998,2
2020-06-03 09:43:21,284860.507,-185120.0,99740.50699999998,2
2020-06-03 09:43:24,284860.507,-185150.0,99710.50699999998,2
2020-06-03 09:43:27,284860.507,-185190.0,99670.50699999998,2
2020-06-03 09:43:30,284860.507,-185200.0,99660.50699999998,2
2020-06-03 09:43:33,284860.507,-185200.0,99660.50699999998,2
2020-06-03 09:43:36,284860.507,-185140.0,99720.50699999998,2
2020-06-03 09:43:39,284860.507,-185060.0,99800.50699999998,2
2020-06-03 09:43:42,284860.507,-185050.0,99810.50699999998,2
2020-06-03 09:43:45,284860.507,-185050.0,99810.50699999998,2
2020-06-03 09:43:48,284860.507,-185010.0,99850.50699999998,2
2020-06-03 09:43:51,284860.507,-185030.0,99830.50699999998,2
2020-06-03 09:43:54,284860.507,-185020.0,99840.50699999998,2
2020-06-03 09:43:57,284860.507,-184960.0,99900.50699999998,2
2020-06-03 09:44:00,284860.507,-184950.0,99910.50699999998,2
2020-06-03 09:44:03,284860.507,-184960.0,99900.50699999998,2
2020-06-03 09:44:06,284860.507,-184970.0,99890.50699999998,2
2020-06-03 09:44:09,284860.507,-184970.0,99890.50699999998,2
2020-06-03 09:44:12,284860.507,-184970.0,99890.50699999998,2
